Name,Abs_Thickness_nm,Abs_Eg_eV,Abs_Chi_eV,Abs_Eps_r,Abs_mu_n,Abs_mu_p,Abs_log10_NA,Abs_log10_Nt,ETL_Thickness_nm,ETL_Eg_eV,ETL_Chi_eV,ETL_Eps_r,ETL_mu_n,ETL_mu_p,ETL_log10_ND,ETL_log10_Nt,HTL_Thickness_nm,HTL_Eg_eV,HTL_Chi_eV,HTL_Eps_r,HTL_mu_n,HTL_mu_p,HTL_log10_NA,HTL_log10_Nt,Voc,Jsc,FF,PCE
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,150,2.96,2.3,9,1,40,17,14,0.9299,40.115105,86.95,32.44
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,200,2.96,2.3,9,1,40,17,14,0.9299,40.115103,32.44,32.44
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,250,2.96,2.3,9,1,40,17,14,0.9299,40.115101,86.95,32.44
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,300,2.96,2.3,9,1,40,17,14,0.9299,40.1151,86.95,32.44
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,14,14,0.9299,40.115002,86.95,32.43
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,15,14,0.9299,40.115003,86.95,32.43
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,16,14,0.9299,40.115014,86.95,32.43
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,18,14,0.93,40.115859,86.95,32.44
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,14,0.9305,40.119622,86.98,32.47
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,15,0.9305,40.119622,86.98,32.47
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,16,0.9305,40.119622,86.98,32.47
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,17,0.9305,40.119622,86.98,32.47
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,18,0.9305,40.119622,86.98,32.47
Structure 29,1000,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,19,0.9305,40.119622,86.98,32.47
Structure 29,1200,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,19,0.9265,40.392377,86.95,32.54
Structure 29,1100,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,19,0.9284,40.273909,86.97,32.52
Structure 29,100,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,19,0.9551,20.169641,86.32,16.63
Structure 29,800,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,19,0.9354,39.634135,86.99,32.25
Structure 29,500,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,19,0.9445,37.775465,86.97,31.03
Structure 29,600,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,19,0.9414,38.661279,86.97,31.65
Structure 29,900,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,19,0.9328,39.914366,86.99,32.39
Structure 29,300,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,19,0.9517,33.87238,86.89,28.01
Structure 29,700,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,19,0.9384,39.239285,86.97,32.02
Structure 29,200,1.164,4.22,14.24,80,25,19,14,50,2.9,4.09,10,50,20,18,14,50,2.96,2.3,9,1,40,19,19,0.9552,29.302959,86.72,24.27
Structure 9,1000,1.077,4,7,50,50,17,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7071,41.367081,83.64,24.46
Structure 9,100,1.077,4,7,50,50,17,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7626,27.278172,81.86,17.03
Structure 9,200,1.077,4,7,50,50,17,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7466,33.127188,82.82,20.48
Structure 9,300,1.077,4,7,50,50,17,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7373,36.358113,83.18,22.3
Structure 9,400,1.077,4,7,50,50,17,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7303,38.245272,83.38,23.29
Structure 9,500,1.077,4,7,50,50,17,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7249,39.401703,83.47,23.84
Structure 9,600,1.077,4,7,50,50,17,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7205,40.140692,83.51,24.15
Structure 9,700,1.077,4,7,50,50,17,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7164,40.630107,83.57,24.33
Structure 9,800,1.077,4,7,50,50,17,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7129,40.964685,83.61,24.42
Structure 9,900,1.077,4,7,50,50,17,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7098,41.19819,83.63,24.46
Structure 9,1100,1.077,4,7,50,50,17,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7047,41.489329,83.63,24.45
Structure 9,1200,1.077,4,7,50,50,17,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7026,41.580202,83.62,24.43
Structure 9,1000,1.077,4,7,50,50,14,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.651,41.170658,74.82,20.05
Structure 9,1000,1.077,4,7,50,50,15,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.6512,41.167563,75.97,20.37
Structure 9,1000,1.077,4,7,50,50,16,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.6613,41.189377,81.31,22.15
Structure 9,1000,1.077,4,7,50,50,18,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7647,41.776884,84.52,27
Structure 9,1000,1.077,4,7,50,50,19,14,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.818,41.933011,84.81,29.09
Structure 9,1000,1.077,4,7,50,50,19,15,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7661,41.489037,82.08,26.09
Structure 9,1000,1.077,4,7,50,50,19,16,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.7122,38.095898,71.21,19.32
Structure 9,1000,1.077,4,7,50,50,19,17,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.6736,28.224099,56.54,10.75
Structure 9,1000,1.077,4,7,50,50,19,18,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.649,16.932169,52.36,5.75
Structure 9,1000,1.077,4,7,50,50,19,19,100,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.6374,9.55368,65.65,4
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.8192,43.308096,85.45,30.32
Structure 9,1000,1.077,4,7,50,50,19,14,150,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.816,39.270962,84.45,27.06
Structure 9,1000,1.077,4,7,50,50,19,14,200,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.8139,36.291506,84.39,24.93
Structure 9,1000,1.077,4,7,50,50,19,14,250,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.8118,33.573914,84.47,23.02
Structure 9,1000,1.077,4,7,50,50,19,14,300,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.81,31.289629,84.6,21.44
Structure 9,1000,1.077,4,7,50,50,19,14,350,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.8085,29.433356,84.73,20.16
Structure 9,1000,1.077,4,7,50,50,19,14,400,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.8072,27.945905,84.86,19.14
Structure 9,1000,1.077,4,7,50,50,19,14,450,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.8062,26.759591,84.97,18.33
Structure 9,1000,1.077,4,7,50,50,19,14,500,1.7,3.91,4.2,0.08,0.0035,18,14,100,1.4,3.9,13.6,100,25,16,14,0.8054,25.813239,85.06,17.68
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,14,14,100,1.4,3.9,13.6,100,25,16,14,0.8204,41.686272,73.99,25.31
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,15,14,100,1.4,3.9,13.6,100,25,16,14,0.8204,41.703554,74.21,25.39
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,16,14,100,1.4,3.9,13.6,100,25,16,14,0.8202,41.863638,76.13,26.14
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,17,14,100,1.4,3.9,13.6,100,25,16,14,0.8196,42.730625,82.62,28.94
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,100,1.4,3.9,13.6,100,25,16,14,0.8185,43.112146,86,30.35
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,15,100,1.4,3.9,13.6,100,25,16,14,0.8173,41.544351,85.68,29.09
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,16,100,1.4,3.9,13.6,100,25,16,14,0.816,39.716876,85.6,27.74
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,17,100,1.4,3.9,13.6,100,25,16,14,0.8156,39.028455,85.65,27.26
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,18,100,1.4,3.9,13.6,100,25,16,14,0.8154,38.673353,85.81,27.06
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,19,100,1.4,3.9,13.6,100,25,16,14,0.8153,38.434118,86.03,26.96
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,50,1.4,3.9,13.6,100,25,16,14,0.8176,43.108336,86,30.31
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,150,1.4,3.9,13.6,100,25,16,14,0.8195,43.115681,86,30.39
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,200,1.4,3.9,13.6,100,25,16,14,0.8204,43.118724,86.01,30.42
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,250,1.4,3.9,13.6,100,25,16,14,0.821,43.12121,86.02,30.45
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,300,1.4,3.9,13.6,100,25,16,14,0.8216,43.123231,86.03,30.48
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,350,1.4,3.9,13.6,100,25,16,14,0.822,43.124896,86.03,30.5
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,400,1.4,3.9,13.6,100,25,16,14,0.8224,43.126295,86.04,30.52
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,450,1.4,3.9,13.6,100,25,16,14,0.8227,43.127491,86.04,30.53
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,500,1.4,3.9,13.6,100,25,16,14,0.823,43.128528,86.05,30.54
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,500,1.4,3.9,13.6,100,25,14,14,0.8191,43.122285,85.97,30.36
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,500,1.4,3.9,13.6,100,25,15,14,0.8197,43.123168,85.98,30.39
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,500,1.4,3.9,13.6,100,25,17,14,0.8258,43.132621,86.1,30.67
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,500,1.4,3.9,13.6,100,25,18,14,0.8263,43.13309,86.1,30.69
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,500,1.4,3.9,13.6,100,25,19,14,0.8264,43.133107,86.11,30.69
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,500,1.4,3.9,13.6,100,25,19,15,0.8264,43.133103,86.11,30.69
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,500,1.4,3.9,13.6,100,25,19,16,0.8264,43.133056,86.11,30.69
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,500,1.4,3.9,13.6,100,25,19,17,0.8264,43.132625,86.11,30.69
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,500,1.4,3.9,13.6,100,25,19,18,0.8263,43.13027,86.1,30.69
Structure 9,1000,1.077,4,7,50,50,19,14,50,1.7,3.91,4.2,0.08,0.0035,19,14,500,1.4,3.9,13.6,100,25,19,19,0.8261,43.126693,86.1,30.67
Structure 6,1000,0.997,4.5,6.484,50,50,17,14,50,1.85,4.26,17.7,50,25,17,14,100,1.9,3.6,5.4,30,10,18,15,0.6429,47.424066,82.59,25.18
Structure 6,1000,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,15,0.6859,6.776551,66.58,3.09
Structure 6,100,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,15,0.7413,6.893992,65.84,3.36
Structure 6,200,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,15,0.7261,6.866712,66.14,3.3
Structure 6,300,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,15,0.7168,6.847012,66.28,3.25
Structure 6,400,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,15,0.7096,6.831291,66.38,3.22
Structure 6,500,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,15,0.704,6.818729,66.4,3.19
Structure 6,600,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,15,0.6994,6.80778,66.43,3.16
Structure 6,700,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,15,0.6952,6.798403,66.49,3.14
Structure 6,800,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,15,0.6917,6.790309,66.53,3.12
Structure 6,900,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,15,0.6886,6.783056,66.56,3.11
Structure 6,1000,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.6859,6.776551,66.58,3.09
Structure 6,1000,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,16,0.6859,6.776551,66.58,3.09
Structure 6,1000,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,17,0.6859,6.776551,66.58,3.09
Structure 6,1000,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,18,0.6859,6.776551,66.58,3.09
Structure 6,1000,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,19,0.6859,6.776551,66.58,3.09
Structure 6,50,0.997,4.5,6.484,50,50,17,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.7576,6.916366,65.37,3.43
Structure 6,50,0.997,4.5,6.484,50,50,14,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.7539,6.928558,65.35,3.41
Structure 6,50,0.997,4.5,6.484,50,50,15,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.7539,6.928371,65.35,3.41
Structure 6,50,0.997,4.5,6.484,50,50,16,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.754,6.926616,65.35,3.41
Structure 6,50,0.997,4.5,6.484,50,50,18,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.7973,6.80143,65.19,3.54
Structure 6,50,0.997,4.5,6.484,50,50,19,14,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.9226,5.219609,70.55,3.4
Structure 6,50,0.997,4.5,6.484,50,50,18,15,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.7241,6.554425,65.49,3.11
Structure 6,50,0.997,4.5,6.484,50,50,18,16,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.6381,6.259953,65.6,2.62
Structure 6,50,0.997,4.5,6.484,50,50,18,17,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.5387,5.922978,65.4,2.09
Structure 6,50,0.997,4.5,6.484,50,50,18,18,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.4331,5.567731,64.43,1.55
Structure 6,50,0.997,4.5,6.484,50,50,18,19,50,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.325,5.206421,61.62,1.04
Structure 6,50,0.997,4.5,6.484,50,50,18,14,100,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.8127,10.008388,70.12,5.7
Structure 6,50,0.997,4.5,6.484,50,50,18,14,150,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.8215,12.369369,72.29,7.35
Structure 6,50,0.997,4.5,6.484,50,50,18,14,200,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.8269,14.167345,73.38,8.6
Structure 6,50,0.997,4.5,6.484,50,50,18,14,250,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.8308,15.549657,73.98,9.56
Structure 6,50,0.997,4.5,6.484,50,50,18,14,300,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.8336,16.622849,74.33,10.3
Structure 6,50,0.997,4.5,6.484,50,50,18,14,350,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.8357,17.462682,74.56,10.88
Structure 6,50,0.997,4.5,6.484,50,50,18,14,400,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.8372,18.125928,74.7,11.34
Structure 6,500,0.997,4.5,6.484,50,50,18,14,400,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.797,18.081932,76.44,11.02
Structure 6,50,0.997,4.5,6.484,50,50,18,14,450,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.8385,18.653172,74.8,11.7
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,18,15,100,1.9,3.6,5.4,30,10,18,14,0.8395,19.074346,74.87,11.99
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,15,100,1.9,3.6,5.4,30,10,18,14,1.089,16.52212,86.49,15.56
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,15,15,100,1.9,3.6,5.4,30,10,18,14,1.0766,16.530017,87.12,15.5
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,16,15,100,1.9,3.6,5.4,30,10,18,14,1.0343,16.559744,87.5,14.99
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,17,15,100,1.9,3.6,5.4,30,10,18,14,0.9458,16.635987,84.49,13.29
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,19,15,100,1.9,3.6,5.4,30,10,18,14,0.7818,24.695729,77.92,15.04
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,14,100,1.9,3.6,5.4,30,10,18,14,1.0892,16.522602,86.54,15.57
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,15,100,1.9,3.6,5.4,30,10,18,14,1.089,16.52212,86.49,15.56
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,16,100,1.9,3.6,5.4,30,10,18,14,1.0875,16.517303,86.01,15.45
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,17,100,1.9,3.6,5.4,30,10,18,14,1.0733,16.469266,82.51,14.59
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,18,100,1.9,3.6,5.4,30,10,18,14,1.0022,16.002069,70.77,11.35
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,19,100,1.9,3.6,5.4,30,10,18,14,0.8699,12.371481,45.2,4.86
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,14,50,1.9,3.6,5.4,30,10,18,14,1.0891,16.522601,86.54,15.57
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,14,100,1.9,3.6,5.4,30,10,18,14,1.0892,16.522602,86.54,15.57
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,14,150,1.9,3.6,5.4,30,10,18,14,1.0892,16.522603,86.54,15.57
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,14,250,1.9,3.6,5.4,30,10,18,14,1.0892,16.522605,86.54,15.57
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,14,350,1.9,3.6,5.4,30,10,18,14,1.0892,16.522607,86.54,15.57
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,14,450,1.9,3.6,5.4,30,10,18,14,1.0892,16.522608,86.54,15.57
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,14,50,1.9,3.6,5.4,30,10,14,14,1.0891,16.522509,86.44,15.56
Structure 6,50,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,14,50,1.9,3.6,5.4,30,10,15,14,1.0891,16.52251,86.44,15.56
Structure 6,800,0.997,4.5,6.484,50,50,18,14,500,1.8,3.9,13.6,100,100,14,14,100,1.9,3.6,5.4,30,10,15,14,1.0884,16.522357,86.43,15.54
Structure 20,1000,0.976,4.554,13.634,50,50,17,14,150,1.85,4.26,17.7,50,25,19,15,50,3.1,2.1,6.5,100,43.9,18,14,0.6322,47.997807,80.91,24.55
Structure 20,1000,0.976,4.554,13.634,50,50,14,14,150,1.85,4.26,17.7,50,25,19,15,50,3.1,2.1,6.5,100,43.9,18,14,0.5851,48.065581,73.11,20.56
Structure 20,1000,0.976,4.554,13.634,50,50,15,14,150,1.85,4.26,17.7,50,25,19,15,50,3.1,2.1,6.5,100,43.9,18,14,0.585,48.051033,73.07,20.54
Structure 20,1000,0.976,4.554,13.634,50,50,16,14,150,1.85,4.26,17.7,50,25,19,15,50,3.1,2.1,6.5,100,43.9,18,14,0.5916,48.019802,78.29,22.24
Structure 20,1000,0.976,4.554,13.634,50,50,18,14,150,1.85,4.26,17.7,50,25,19,15,50,3.1,2.1,6.5,100,43.9,18,14,0.6815,47.939112,81.82,26.73
Structure 20,1000,0.976,4.554,13.634,50,50,19,14,150,1.85,4.26,17.7,50,25,19,15,50,3.1,2.1,6.5,100,43.9,18,14,0.7273,47.901395,83.98,29.26
Structure 20,1000,0.976,4.554,13.634,50,50,19,15,150,1.85,4.26,17.7,50,25,19,15,50,3.1,2.1,6.5,100,43.9,18,14,0.6861,47.19743,82.51,26.72
Structure 20,1000,0.976,4.554,13.634,50,50,19,16,150,1.85,4.26,17.7,50,25,19,15,50,3.1,2.1,6.5,100,43.9,18,14,0.6243,43.240749,79.2,21.38
Structure 20,1000,0.976,4.554,13.634,50,50,19,17,150,1.85,4.26,17.7,50,25,19,15,50,3.1,2.1,6.5,100,43.9,18,14,0.5506,37.06909,72.68,14.83
Structure 20,1000,0.976,4.554,13.634,50,50,19,18,150,1.85,4.26,17.7,50,25,19,15,50,3.1,2.1,6.5,100,43.9,18,14,0.4328,27.6069,66.56,7.95
Structure 20,1000,0.976,4.554,13.634,50,50,19,19,150,1.85,4.26,17.7,50,25,19,15,50,3.1,2.1,6.5,100,43.9,18,14,0.3036,19.095935,60.21,3.49
